map,family,method,sr,sc,gr,gc,lam,opt,suboptimality,node_reduction,nodes,solved
lak201d.map,dao,AILS,74,24,54,235,1.0,296.7817,nan,nan,12785,0
lak201d.map,dao,ILS,9,121,93,11,1.0,296.7523,nan,nan,12315,0
lak201d.map,dao,AILS,9,121,93,11,1.0,296.7523,nan,nan,14508,0
lak201d.map,dao,ILS,39,113,99,7,1.0,296.468,nan,nan,13118,0
lak201d.map,dao,AILS,39,113,99,7,1.0,296.468,nan,nan,8904,0
lak201d.map,dao,ILS,149,77,54,89,1.0,296.2965,nan,nan,15006,0
lak201d.map,dao,AILS,149,77,54,89,1.0,296.2965,nan,nan,15713,0
lak201d.map,dao,ILS,10,130,96,8,1.0,296.267,nan,nan,15965,0
lak201d.map,dao,AILS,10,130,96,8,1.0,296.267,nan,nan,15596,0
lak202d.map,dao,ILS,154,130,73,23,1.0,267.397,nan,nan,8819,0
lak202d.map,dao,AILS,154,130,73,23,1.0,267.397,nan,nan,10940,0
lak202d.map,dao,ILS,73,26,156,129,1.0,267.0538,nan,nan,7718,0
lak202d.map,dao,AILS,73,26,156,129,1.0,267.0538,nan,nan,6242,0
lak202d.map,dao,ILS,71,28,155,130,1.0,266.468,nan,nan,9667,0
lak202d.map,dao,AILS,71,28,155,130,1.0,266.468,nan,nan,8093,0
lak202d.map,dao,ILS,71,25,167,134,1.0,266.397,nan,nan,8313,0
lak202d.map,dao,AILS,71,25,167,134,1.0,266.397,nan,nan,6144,0
lak202d.map,dao,ILS,75,18,167,148,1.0,266.0833,nan,nan,5835,0
lak202d.map,dao,AILS,75,18,167,148,1.0,266.0833,nan,nan,4187,0
lak202d.map,dao,ILS,68,22,172,147,1.0,265.3259,nan,nan,10708,0
lak202d.map,dao,AILS,68,22,172,147,1.0,265.3259,nan,nan,6165,0
lak202d.map,dao,ILS,74,13,157,129,1.0,264.9828,nan,nan,4704,0
lak202d.map,dao,AILS,74,13,157,129,1.0,264.9828,nan,nan,4245,0
lak202d.map,dao,ILS,175,142,67,13,1.0,264.8406,nan,nan,7803,0
lak202d.map,dao,AILS,175,142,67,13,1.0,264.8406,nan,nan,9625,0
lak202d.map,dao,ILS,70,24,169,138,1.0,264.7401,nan,nan,8610,0
lak202d.map,dao,AILS,70,24,169,138,1.0,264.7401,nan,nan,6145,0
lak202d.map,dao,ILS,163,147,72,7,1.0,264.1543,nan,nan,10384,0
lak202d.map,dao,AILS,163,147,72,7,1.0,264.1543,nan,nan,11510,0
lak202d.map,dao,ILS,170,141,67,28,1.0,263.1543,nan,nan,9517,0
lak202d.map,dao,AILS,170,141,67,28,1.0,263.1543,nan,nan,10916,0
lak202d.map,dao,ILS,176,136,51,5,1.0,262.3259,nan,nan,6917,0
lak202d.map,dao,AILS,176,136,51,5,1.0,262.3259,nan,nan,8662,0
lak202d.map,dao,ILS,176,138,7,26,1.0,262.0538,nan,nan,9729,0
lak202d.map,dao,AILS,176,138,7,26,1.0,262.0538,nan,nan,11796,0
lak202d.map,dao,ILS,75,22,159,132,1.0,261.9828,nan,nan,5768,0
lak202d.map,dao,AILS,75,22,159,132,1.0,261.9828,nan,nan,4261,0
lak202d.map,dao,ILS,60,17,179,139,1.0,261.4264,nan,nan,12362,0
lak202d.map,dao,AILS,60,17,179,139,1.0,261.4264,nan,nan,8607,0
lak202d.map,dao,ILS,160,132,73,10,1.0,261.2254,nan,nan,8225,0
lak202d.map,dao,AILS,160,132,73,10,1.0,261.2254,nan,nan,9781,0
lak202d.map,dao,ILS,58,4,172,140,1.0,260.5685,nan,nan,10538,0
lak202d.map,dao,AILS,58,4,172,140,1.0,260.5685,nan,nan,9311,0
lak202d.map,dao,ILS,175,134,11,23,1.0,260.5391,nan,nan,8236,0
lak202d.map,dao,AILS,175,134,11,23,1.0,260.5391,nan,nan,10780,0
lak202d.map,dao,ILS,73,6,156,134,1.0,260.397,nan,nan,4691,0
lak202d.map,dao,AILS,73,6,156,134,1.0,260.397,nan,nan,4250,0
lak202d.map,dao,ILS,153,129,57,3,1.0,260.2254,nan,nan,8659,0
lak202d.map,dao,AILS,153,129,57,3,1.0,260.2254,nan,nan,10983,0
lak202d.map,dao,ILS,161,142,73,9,1.0,258.4975,nan,nan,10085,0
lak202d.map,dao,AILS,161,142,73,9,1.0,258.4975,nan,nan,11006,0
lak202d.map,dao,ILS,174,135,53,7,1.0,258.1543,nan,nan,7011,0
lak202d.map,dao,AILS,174,135,53,7,1.0,258.1543,nan,nan,8833,0
lak202d.map,dao,ILS,67,25,160,130,1.0,257.6396,nan,nan,10833,0
lak202d.map,dao,AILS,67,25,160,130,1.0,257.6396,nan,nan,7988,0
lak202d.map,dao,ILS,6,23,166,134,1.0,257.1249,nan,nan,26040,0
lak202d.map,dao,AILS,6,23,166,134,1.0,257.1249,nan,nan,27566,0
lak202d.map,dao,ILS,58,25,172,136,1.0,256.9828,nan,nan,14260,0
lak202d.map,dao,AILS,58,25,172,136,1.0,256.9828,nan,nan,11754,0
lak202d.map,dao,ILS,179,140,54,21,1.0,256.669,nan,nan,7853,0
lak202d.map,dao,AILS,179,140,54,21,1.0,256.669,nan,nan,9684,0
lak202d.map,dao,ILS,6,33,172,137,1.0,256.5685,nan,nan,22822,0
lak202d.map,dao,AILS,6,33,172,137,1.0,256.5685,nan,nan,25949,0
lak202d.map,dao,ILS,64,28,165,146,1.0,256.397,nan,nan,13025,0
lak202d.map,dao,AILS,64,28,165,146,1.0,256.397,nan,nan,11314,0
lak202d.map,dao,ILS,173,136,54,25,1.0,256.3259,nan,nan,8068,0
lak202d.map,dao,AILS,173,136,54,25,1.0,256.3259,nan,nan,10315,0
lak202d.map,dao,ILS,173,140,58,25,1.0,256.3259,nan,nan,8720,0
lak202d.map,dao,AILS,173,140,58,25,1.0,256.3259,nan,nan,10610,0
lak202d.map,dao,ILS,161,133,65,28,1.0,255.468,nan,nan,9154,0
lak202d.map,dao,AILS,161,133,65,28,1.0,255.468,nan,nan,10808,0
lak202d.map,dao,ILS,9,21,155,129,1.0,255.196,nan,nan,25945,0
lak202d.map,dao,AILS,9,21,155,129,1.0,255.196,nan,nan,27098,0
lak202d.map,dao,ILS,158,146,70,10,1.0,254.9117,nan,nan,11235,0
lak202d.map,dao,AILS,158,146,70,10,1.0,254.9117,nan,nan,12947,0
lak202d.map,dao,ILS,161,135,67,23,1.0,254.5685,nan,nan,9429,0
lak202d.map,dao,AILS,161,135,67,23,1.0,254.5685,nan,nan,10807,0
lak202d.map,dao,ILS,64,23,161,130,1.0,254.2254,nan,nan,11682,0
lak202d.map,dao,AILS,64,23,161,130,1.0,254.2254,nan,nan,9273,0
lak202d.map,dao,ILS,8,26,167,150,1.0,253.7107,nan,nan,25322,0
lak202d.map,dao,AILS,8,26,167,150,1.0,253.7107,nan,nan,26585,0
lak202d.map,dao,ILS,166,136,5,29,1.0,253.6396,nan,nan,11106,0
lak202d.map,dao,AILS,166,136,5,29,1.0,253.6396,nan,nan,13054,0
lak202d.map,dao,ILS,55,4,166,137,1.0,253.1543,nan,nan,11208,0
lak202d.map,dao,AILS,55,4,166,137,1.0,253.1543,nan,nan,8670,0
lak202d.map,dao,ILS,177,147,52,16,1.0,252.669,nan,nan,9500,0
lak202d.map,dao,AILS,177,147,52,16,1.0,252.669,nan,nan,11242,0
lak202d.map,dao,ILS,176,137,16,37,1.0,252.2254,nan,nan,9714,0
lak202d.map,dao,AILS,176,137,16,37,1.0,252.2254,nan,nan,11870,0
lak202d.map,dao,ILS,77,5,146,137,1.0,251.2254,nan,nan,3797,0
lak202d.map,dao,AILS,77,5,146,137,1.0,251.2254,nan,nan,4066,0
lak202d.map,dao,ILS,179,146,21,39,1.0,251.2254,nan,nan,11633,0
lak202d.map,dao,AILS,179,146,21,39,1.0,251.2254,nan,nan,13636,0
lak202d.map,dao,ILS,22,21,173,136,1.0,250.468,nan,nan,24611,0
lak202d.map,dao,AILS,22,21,173,136,1.0,250.468,nan,nan,25772,0
lak202d.map,dao,ILS,156,136,67,25,1.0,249.9828,nan,nan,10446,0
lak202d.map,dao,AILS,156,136,67,25,1.0,249.9828,nan,nan,12103,0
lak202d.map,dao,ILS,69,2,143,150,1.0,249.9828,nan,nan,7200,0
lak202d.map,dao,AILS,69,2,143,150,1.0,249.9828,nan,nan,5540,0
lak202d.map,dao,ILS,18,42,171,135,1.0,249.8823,nan,nan,21857,0
lak202d.map,dao,AILS,18,42,171,135,1.0,249.8823,nan,nan,25458,0
lak202d.map,dao,ILS,161,146,60,4,1.0,249.8112,nan,nan,11189,0
lak202d.map,dao,AILS,161,146,60,4,1.0,249.8112,nan,nan,12550,0
lak202d.map,dao,ILS,12,32,172,142,1.0,248.9117,nan,nan,24854,0
lak202d.map,dao,AILS,12,32,172,142,1.0,248.9117,nan,nan,27018,0
lak202d.map,dao,ILS,56,18,170,145,1.0,248.8406,nan,nan,14906,0
lak202d.map,dao,AILS,56,18,170,145,1.0,248.8406,nan,nan,11703,0
lak202d.map,dao,ILS,14,31,171,137,1.0,248.397,nan,nan,25170,0
lak202d.map,dao,AILS,14,31,171,137,1.0,248.397,nan,nan,27563,0
lak203d.map,dao,ILS,103,111,141,9,1.0,127.6985,1.0,-2.9878,6891,1
lak203d.map,dao,AILS,103,111,141,9,1.0,127.6985,1.0,-2.3576,5802,1
lak203d.map,dao,ILS,133,4,103,109,1.0,126.799,1.0,-1.8515,6222,1
lak203d.map,dao,AILS,133,4,103,109,1.0,126.799,1.0,-0.4922,3256,1
lak203d.map,dao,ILS,134,4,111,106,1.0,126.6985,1.0,-2.1178,6722,1
lak203d.map,dao,AILS,134,4,111,106,1.0,126.6985,1.0,-1.1739,4687,1
lak203d.map,dao,ILS,103,110,141,10,1.0,126.2843,1.0,-3.0446,6989,1
lak203d.map,dao,AILS,103,110,141,10,1.0,126.2843,1.0,-2.3553,5798,1
lak203d.map,dao,ILS,111,108,136,8,1.0,125.5269,1.0,-2.2592,5759,1
lak203d.map,dao,AILS,111,108,136,8,1.0,125.5269,1.0,-1.4873,4395,1
lak203d.map,dao,ILS,131,3,104,106,1.0,125.2132,1.0,-1.466,5297,1
lak203d.map,dao,AILS,131,3,104,106,1.0,125.2132,1.0,-0.5745,3382,1
lak203d.map,dao,ILS,108,105,143,9,1.0,124.9411,nan,nan,5491,0
lak203d.map,dao,AILS,108,105,143,9,1.0,124.9411,1.0,-2.0151,5379,1
lak203d.map,dao,ILS,110,98,142,2,1.0,124.1838,1.0,-2.2239,6364,1
lak203d.map,dao,AILS,110,98,142,2,1.0,124.1838,1.0,-1.8718,5669,1
lak203d.map,dao,ILS,111,101,129,2,1.0,124.1127,1.0,-1.5055,4976,1
lak203d.map,dao,AILS,111,101,129,2,1.0,124.1127,1.0,-0.648,3273,1
lak203d.map,dao,ILS,101,103,134,2,1.0,124.0416,1.0,-1.8674,5709,1
lak203d.map,dao,AILS,101,103,134,2,1.0,124.0416,1.0,-0.9387,3860,1
lak203d.map,dao,ILS,98,106,134,7,1.0,123.8701,1.0,-2.1287,5688,1
lak203d.map,dao,AILS,98,106,134,7,1.0,123.8701,1.0,-1.0913,3802,1
lak203d.map,dao,ILS,104,103,134,1,1.0,123.799,1.0,-2.1326,6306,1
lak203d.map,dao,AILS,104,103,134,1,1.0,123.799,1.0,-0.8028,3629,1
lak203d.map,dao,ILS,97,109,138,15,1.0,122.6985,1.0,-3.276,6957,1
lak203d.map,dao,AILS,97,109,138,15,1.0,122.6985,1.0,-2.3786,5497,1
lak203d.map,dao,ILS,143,6,109,101,1.0,122.598,nan,nan,5577,0
lak203d.map,dao,AILS,143,6,109,101,1.0,122.598,1.0,-1.3413,4877,1
lak203d.map,dao,ILS,136,3,105,102,1.0,122.0416,1.0,-1.8216,5917,1
lak203d.map,dao,AILS,136,3,105,102,1.0,122.0416,1.0,-0.8317,3841,1
lak203d.map,dao,ILS,129,3,102,102,1.0,122.0416,1.0,-0.9948,4181,1
lak203d.map,dao,AILS,129,3,102,102,1.0,122.0416,1.0,-0.1756,2464,1
lak203d.map,dao,ILS,139,12,101,107,1.0,121.2843,1.0,-1.7818,5992,1
lak203d.map,dao,AILS,139,12,101,107,1.0,121.2843,1.0,-0.9591,4220,1
lak203d.map,dao,ILS,106,102,142,8,1.0,120.5269,1.0,-2.9063,6840,1
lak203d.map,dao,AILS,106,102,142,8,1.0,120.5269,1.0,-2.225,5647,1
lak203d.map,dao,ILS,139,2,98,96,1.0,120.3553,1.0,-1.5751,5091,1
lak203d.map,dao,AILS,139,2,98,96,1.0,120.3553,1.0,-0.475,2916,1
lak203d.map,dao,ILS,98,109,140,25,1.0,120.1421,nan,nan,6740,0
lak203d.map,dao,AILS,98,109,140,25,1.0,120.1421,1.0,-2.828,5876,1
lak203d.map,dao,ILS,102,96,143,3,1.0,119.3553,1.0,-2.6368,6990,1
lak203d.map,dao,AILS,102,96,143,3,1.0,119.3553,1.0,-1.1571,4146,1
lak203d.map,dao,ILS,101,93,141,0,1.0,118.9411,1.0,-2.1147,6435,1
lak203d.map,dao,AILS,101,93,141,0,1.0,118.9411,1.0,-0.5987,3303,1
lak203d.map,dao,ILS,138,8,105,103,1.0,118.8701,1.0,-2.0189,6382,1
lak203d.map,dao,AILS,138,8,105,103,1.0,118.8701,1.0,-1.0837,4405,1
lak203d.map,dao,ILS,133,10,110,104,1.0,117.8701,1.0,-2.0858,6579,1
lak203d.map,dao,AILS,133,10,110,104,1.0,117.8701,1.0,-1.1041,4486,1
lak203d.map,dao,ILS,104,101,143,13,1.0,117.6274,1.0,-3.0182,7084,1
lak203d.map,dao,AILS,104,101,143,13,1.0,117.6274,1.0,-2.2581,5744,1
lak203d.map,dao,ILS,130,8,103,103,1.0,117.2132,1.0,-1.4753,5218,1
lak203d.map,dao,AILS,130,8,103,103,1.0,117.2132,1.0,-0.5731,3316,1
lak203d.map,dao,ILS,134,0,101,94,1.0,117.0416,1.0,-1.7829,5385,1
lak203d.map,dao,AILS,134,0,101,94,1.0,117.0416,1.0,-0.214,2349,1
lak203d.map,dao,ILS,136,1,109,93,1.0,116.6985,1.0,-2.5091,6769,1
lak203d.map,dao,AILS,136,1,109,93,1.0,116.6985,1.0,-0.9031,3671,1
lak203d.map,dao,ILS,143,5,108,94,1.0,116.1838,1.0,-2.3979,6626,1
lak203d.map,dao,AILS,143,5,108,94,1.0,116.1838,1.0,-1.1195,4133,1
lak203d.map,dao,ILS,138,20,103,107,1.0,116.1421,1.0,-1.697,5812,1
lak203d.map,dao,AILS,138,20,103,107,1.0,116.1421,1.0,-0.9239,4146,1
lak203d.map,dao,ILS,110,103,138,17,1.0,115.4558,nan,nan,5297,0
lak203d.map,dao,AILS,110,103,138,17,1.0,115.4558,1.0,-2.3624,5390,1
lak203d.map,dao,ILS,139,26,106,107,1.0,115.0711,nan,nan,3430,0
lak203d.map,dao,AILS,139,26,106,107,1.0,115.0711,1.0,-1.0056,4326,1
lak203d.map,dao,ILS,109,99,133,8,1.0,114.4558,1.0,-2.3704,5996,1
lak203d.map,dao,AILS,109,99,133,8,1.0,114.4558,1.0,-1.2468,3997,1
lak203d.map,dao,ILS,140,2,102,91,1.0,114.1127,1.0,-2.0738,5751,1
lak203d.map,dao,AILS,140,2,102,91,1.0,114.1127,1.0,-0.5045,2815,1
lak203d.map,dao,ILS,97,89,138,2,1.0,113.3553,1.0,-1.8264,5667,1
lak203d.map,dao,AILS,97,89,138,2,1.0,113.3553,1.0,-0.2165,2439,1
lak203d.map,dao,ILS,101,99,132,8,1.0,113.2132,1.0,-2.1629,5630,1
lak203d.map,dao,AILS,101,99,132,8,1.0,113.2132,1.0,-1.0449,3640,1
lak203d.map,dao,ILS,140,3,106,91,1.0,113.1127,1.0,-2.4332,6420,1
lak203d.map,dao,AILS,140,3,106,91,1.0,113.1127,1.0,-0.8701,3497,1
lak203d.map,dao,ILS,98,110,120,6,1.0,113.1127,1.0,-1.4781,3390,1
lak203d.map,dao,AILS,98,110,120,6,1.0,113.1127,1.01554,0.4086,809,1
lak203d.map,dao,ILS,105,92,137,3,1.0,112.4558,1.0,-1.9532,5803,1
lak203d.map,dao,AILS,105,92,137,3,1.0,112.4558,1.0,-1.1048,4136,1
lak203d.map,dao,ILS,133,26,102,110,1.0,112.0711,1.0,-1.383,5202,1
lak203d.map,dao,AILS,133,26,102,110,1.0,112.0711,1.0,-0.6111,3517,1
lak203d.map,dao,ILS,132,0,102,89,1.0,111.6274,1.0,-1.382,4359,1
lak203d.map,dao,AILS,132,0,102,89,1.0,111.6274,1.0,-0.2497,2287,1
lak203d.map,dao,ILS,134,11,107,98,1.0,110.0416,1.0,-2.2215,6559,1
lak203d.map,dao,AILS,134,11,107,98,1.0,110.0416,1.0,-0.6837,3428,1
lak203d.map,dao,ILS,103,97,141,18,1.0,109.9706,1.0,-3.4331,7350,1
lak203d.map,dao,AILS,103,97,141,18,1.0,109.9706,1.0,-2.5507,5887,1
lak203d.map,dao,ILS,109,104,114,2,1.0,109.8701,1.0,-0.143,1727,1
lak203d.map,dao,AILS,109,104,114,2,1.0,109.8701,1.0,0.3481,985,1
lak203d.map,dao,ILS,104,99,141,28,1.0,109.6569,nan,nan,6215,0
lak203d.map,dao,AILS,104,99,141,28,1.0,109.6569,1.0,-3.0865,6375,1
lak203d.map,dao,ILS,109,100,133,14,1.0,109.4558,1.0,-2.5997,5684,1
lak203d.map,dao,AILS,109,100,133,14,1.0,109.4558,1.0,-2.045,4808,1
lak203d.map,dao,ILS,115,8,101,110,1.0,108.6274,1.0,0.0635,1962,1
lak203d.map,dao,AILS,115,8,101,110,1.0,108.6274,1.0,0.5876,864,1
lak203d.map,dao,ILS,107,99,136,16,1.0,108.6274,1.0,-2.7492,5890,1
lak203d.map,dao,AILS,107,99,136,16,1.0,108.6274,1.0,-1.9803,4682,1
lak203d.map,dao,ILS,100,5,98,110,1.0,108.3137,1.0,0.6608,614,1
lak203d.map,dao,AILS,100,5,98,110,1.0,108.3137,1.0,0.5431,827,1
lak203d.map,dao,ILS,107,83,138,0,1.0,108.2843,1.0,-1.6508,5307,1
lak203d.map,dao,AILS,107,83,138,0,1.0,108.2843,1.0,-0.4995,3002,1
lak250d.map,dao,ILS,228,165,209,232,1.0,106.468,1.0,0.3724,819,1
lak250d.map,dao,AILS,228,165,209,232,1.0,106.468,1.0,0.0582,1229,1
lak250d.map,dao,ILS,211,236,230,164,1.0,106.0538,1.0,0.4044,900,1
lak250d.map,dao,AILS,211,236,230,164,1.0,106.0538,1.0,0.0344,1459,1
lak250d.map,dao,ILS,229,163,209,233,1.0,105.8823,1.0,0.373,817,1
lak250d.map,dao,AILS,229,163,209,233,1.0,105.8823,1.0,0.0568,1229,1
lak250d.map,dao,ILS,208,235,231,163,1.0,105.7107,1.0,0.3778,932,1
lak250d.map,dao,AILS,208,235,231,163,1.0,105.7107,1.0,0.0234,1463,1
lak250d.map,dao,ILS,144,54,191,101,1.0,105.2548,1.0,-0.645,1798,1
lak250d.map,dao,AILS,144,54,191,101,1.0,105.2548,1.0,0.1016,982,1
lak250d.map,dao,ILS,226,166,211,225,1.0,104.5685,1.0,0.1846,1016,1
lak250d.map,dao,AILS,226,166,211,225,1.0,104.5685,1.0,0.0546,1178,1
lak250d.map,dao,ILS,236,166,200,229,1.0,104.397,1.0,-0.2859,1871,1
lak250d.map,dao,AILS,236,166,200,229,1.0,104.397,1.0,0.0921,1321,1
lak250d.map,dao,ILS,92,151,152,137,1.0,104.1838,1.0,-1.1683,2023,1
lak250d.map,dao,AILS,92,151,152,137,1.0,104.1838,1.0,-0.5209,1419,1
lak250d.map,dao,ILS,204,107,140,58,1.0,104.1127,1.0,-1.0099,3045,1
lak250d.map,dao,AILS,204,107,140,58,1.0,104.1127,1.0,0.1215,1331,1
lak250d.map,dao,ILS,235,166,202,232,1.0,104.0538,1.0,-0.2867,1858,1
lak250d.map,dao,AILS,235,166,202,232,1.0,104.0538,1.0,0.0609,1356,1
lak250d.map,dao,ILS,228,164,210,224,1.0,103.1543,1.0,0.3779,800,1
lak250d.map,dao,AILS,228,164,210,224,1.0,103.1543,1.0,0.0474,1225,1
lak250d.map,dao,ILS,199,105,142,58,1.0,102.1838,1.0,-0.8341,2742,1
lak250d.map,dao,AILS,199,105,142,58,1.0,102.1838,1.0,0.1779,1229,1
lak250d.map,dao,ILS,231,162,211,231,1.0,102.0538,1.0,0.3822,779,1
lak250d.map,dao,AILS,231,162,211,231,1.0,102.0538,1.0,0.0626,1182,1
lak250d.map,dao,ILS,152,59,196,111,1.0,101.2548,1.0,-0.5142,1970,1
lak250d.map,dao,AILS,152,59,196,111,1.0,101.2548,1.0,0.1937,1049,1
lak250d.map,dao,ILS,146,51,195,101,1.0,100.4975,1.0,-0.3465,1368,1
lak250d.map,dao,AILS,146,51,195,101,1.0,100.4975,1.0,0.0039,1012,1
lak250d.map,dao,ILS,210,232,233,163,1.0,100.468,1.0,0.3802,900,1
lak250d.map,dao,AILS,210,232,233,163,1.0,100.468,1.0,0.011,1436,1
lak250d.map,dao,ILS,199,107,147,55,1.0,100.4264,1.0,-0.1652,1728,1
lak250d.map,dao,AILS,199,107,147,55,1.0,100.4264,1.0,0.1726,1227,1
lak250d.map,dao,ILS,141,144,91,151,1.0,100.2548,1.0,-0.8526,1923,1
lak250d.map,dao,AILS,141,144,91,151,1.0,100.2548,1.0,-0.1975,1243,1
lak250d.map,dao,ILS,225,170,196,230,1.0,100.2548,1.0,-1.0824,3159,1
lak250d.map,dao,AILS,225,170,196,230,1.0,100.2548,1.0,0.269,1109,1
lak250d.map,dao,ILS,194,112,153,58,1.0,100.2548,1.0,-0.3554,1884,1
lak250d.map,dao,AILS,194,112,153,58,1.0,100.2548,1.0,0.2849,994,1
lak250d.map,dao,ILS,153,50,210,111,1.0,99.2548,1.0,-0.4525,1913,1
lak250d.map,dao,AILS,153,50,210,111,1.0,99.2548,1.0,0.0053,1310,1
lak250d.map,dao,ILS,196,231,224,172,1.0,98.2548,1.0,-0.2171,1497,1
lak250d.map,dao,AILS,196,231,224,172,1.0,98.2548,1.0,0.1813,1007,1
lak250d.map,dao,ILS,203,99,140,56,1.0,97.3553,1.0,-0.5375,2360,1
lak250d.map,dao,AILS,203,99,140,56,1.0,97.3553,1.0,0.0,1535,1
lak250d.map,dao,ILS,211,99,141,56,1.0,97.1838,1.0,-0.8527,2831,1
lak250d.map,dao,AILS,211,99,141,56,1.0,97.1838,1.0,0.0,1528,1
lak250d.map,dao,ILS,95,150,151,141,1.0,97.1838,1.0,-1.399,2020,1
lak250d.map,dao,AILS,95,150,151,141,1.0,97.1838,1.0,-0.6639,1401,1
lak250d.map,dao,ILS,151,57,205,111,1.0,97.1127,1.0,-0.2504,1538,1
lak250d.map,dao,AILS,151,57,205,111,1.0,97.1127,1.0,0.0382,1183,1
lak250d.map,dao,ILS,199,109,152,56,1.0,97.0122,1.0,-0.156,1645,1
lak250d.map,dao,AILS,199,109,152,56,1.0,97.0122,1.0,0.1799,1167,1
lak250d.map,dao,ILS,91,151,155,149,1.0,96.7696,1.0,-1.1866,1758,1
lak250d.map,dao,AILS,91,151,155,149,1.0,96.7696,1.0,0.1866,654,1
lak250d.map,dao,ILS,93,151,150,143,1.0,96.3553,1.0,-1.0212,1621,1
lak250d.map,dao,AILS,93,151,150,143,1.0,96.3553,1.0,-0.2469,1000,1
lak250d.map,dao,ILS,155,49,202,109,1.0,96.2548,1.0,-0.4404,1704,1
lak250d.map,dao,AILS,155,49,202,109,1.0,96.2548,1.0,0.0025,1180,1
lak250d.map,dao,ILS,230,176,197,230,1.0,95.9117,1.0,-0.2438,1867,1
lak250d.map,dao,AILS,230,176,197,230,1.0,95.9117,1.0,0.2132,1181,1
lak250d.map,dao,ILS,142,148,91,152,1.0,95.4264,1.0,-1.0618,2134,1
lak250d.map,dao,AILS,142,148,91,152,1.0,95.4264,1.0,0.2019,826,1
lak250d.map,dao,ILS,227,175,199,235,1.0,95.1543,1.0,-0.2705,1893,1
lak250d.map,dao,AILS,227,175,199,235,1.0,95.1543,1.0,0.1893,1208,1
lak250d.map,dao,ILS,145,55,208,101,1.0,94.3553,1.0,-0.5262,1543,1
lak250d.map,dao,AILS,145,55,208,101,1.0,94.3553,1.0,0.0,1011,1
lak250d.map,dao,ILS,93,150,154,150,1.0,93.7696,1.0,-1.1992,1744,1
lak250d.map,dao,AILS,93,150,154,150,1.0,93.7696,1.0,0.1879,644,1
lak250d.map,dao,ILS,217,103,154,49,1.0,93.5685,1.0,-0.3433,1890,1
lak250d.map,dao,AILS,217,103,154,49,1.0,93.5685,1.0,0.0142,1387,1
lak250d.map,dao,ILS,141,57,221,89,1.0,93.2548,1.0,-0.2894,1194,1
lak250d.map,dao,AILS,141,57,221,89,1.0,93.2548,1.0,0.0011,925,1
lak250d.map,dao,ILS,225,222,226,166,1.0,92.7401,1.0,-0.1482,1782,1
lak250d.map,dao,AILS,225,222,226,166,1.0,92.7401,1.0,0.2146,1219,1
lak250d.map,dao,ILS,99,155,152,140,1.0,92.5269,1.0,-1.0772,1803,1
lak250d.map,dao,AILS,99,155,152,140,1.0,92.5269,1.0,-0.2638,1097,1
lak250d.map,dao,ILS,92,153,152,148,1.0,92.3553,1.0,-1.4196,1776,1
lak250d.map,dao,AILS,92,153,152,148,1.0,92.3553,1.0,0.1431,629,1
lak250d.map,dao,ILS,229,165,231,221,1.0,91.9828,1.0,-0.8582,1927,1
lak250d.map,dao,AILS,229,165,231,221,1.0,91.9828,1.0,0.2247,804,1
lak250d.map,dao,ILS,235,214,231,162,1.0,91.4975,1.0,-0.5445,2272,1
lak250d.map,dao,AILS,235,214,231,162,1.0,91.4975,1.0,0.3685,929,1
lak250d.map,dao,ILS,223,228,232,163,1.0,90.9117,1.0,-0.2573,1857,1
lak250d.map,dao,AILS,223,228,232,163,1.0,90.9117,1.0,0.2194,1153,1
lak250d.map,dao,ILS,151,60,217,99,1.0,90.2548,1.0,-0.0368,1128,1
lak250d.map,dao,AILS,151,60,217,99,1.0,90.2548,1.0,0.0,1088,1
lak250d.map,dao,ILS,231,163,235,211,1.0,89.2548,1.0,-1.2,2420,1
lak250d.map,dao,AILS,231,163,235,211,1.0,89.2548,1.0,0.3082,761,1
lak250d.map,dao,ILS,160,55,207,111,1.0,88.9411,1.0,-0.4046,1753,1
lak250d.map,dao,AILS,160,55,207,111,1.0,88.9411,1.0,0.008,1238,1
lak250d.map,dao,ILS,230,164,222,224,1.0,88.9117,1.0,-0.6072,1657,1
lak250d.map,dao,AILS,230,164,222,224,1.0,88.9117,1.0,0.0989,929,1
lak250d.map,dao,ILS,206,103,155,49,1.0,88.598,1.0,-0.1102,1562,1
lak250d.map,dao,AILS,206,103,155,49,1.0,88.598,1.0,0.0,1407,1
lak250d.map,dao,ILS,216,176,200,235,1.0,88.598,1.0,-0.9714,2894,1
lak250d.map,dao,AILS,216,176,200,235,1.0,88.598,1.0,0.1287,1279,1
lak250d.map,dao,ILS,153,142,103,153,1.0,88.3553,1.0,-1.1423,2033,1
lak250d.map,dao,AILS,153,142,103,153,1.0,88.3553,1.0,0.2276,733,1
lak300d.map,dao,ILS,452,62,382,309,1.0,291.468,1.0,-1.3146,26724,1
lak300d.map,dao,AILS,452,62,382,309,1.0,291.468,1.0199,0.2796,8318,1
lak300d.map,dao,ILS,381,300,448,61,1.0,291.397,1.0,-0.0793,10492,1
lak300d.map,dao,AILS,381,300,448,61,1.0,291.397,1.03245,0.3034,6772,1
lak300d.map,dao,ILS,383,309,454,63,1.0,290.8823,1.0,-0.1765,11077,1
lak300d.map,dao,AILS,383,309,454,63,1.0,290.8823,1.01709,0.1995,7537,1
lak300d.map,dao,ILS,381,308,445,82,1.0,290.7107,1.0,-0.1197,11313,1
